207434	Ostracism
207622	Barring
207761	Exile
208277	Excommunication
208521	Relegation
208694	Rustication
208797	Ouster
208943	Deposition
209132	Suspension
209301	Rustication
209446	Displacement
209546	Veto
209680	PocketVeto
209789	Write-in
209943	Termination
210518	Finish
210797	Finale
210940	Release
211110	Completion
211462	Finalization
211593	Follow-through
211776	Follow-through
212065	Graduation
212205	Retirement
212377	Hibernation
212551	Rustication
212678	SwanSong
212808	Relinquishment
213052	Cession
213186	Handover
213343	Surrender
213482	Extradition
213694	Release
213903	Exemption
214148	Fix
214315	OfficialImmunity
214526	SovereignImmunity
214794	TransactionalImmunity
215013	UseImmunity
215314	Dissolution
215534	Splitsville
215683	Overthrow
215838	Subversion
216038	Adjournment
216174	Dismissal
216607	Conge
216723	Removal
216834	Purge
217014	Destruction
217499	Disaster
217593	Kill
217773	LayingWaste
218045	Razing
218208	Annihilation
218427	Decimation
218602	Atomization
218753	Pulverization
218902	Vaporization
219012	Killing
219463	Deathblow
219575	Death
219738	Drive-byKilling
219856	Euthanasia
220023	Homicide
220219	HonorKilling
220409	Manslaughter
220522	Murder
221056	Assassination
221178	Bloodshed
221343	Chance-medley
221480	ContractKilling
221596	Parricide
221727	Mariticide
221819	Matricide
221900	Patricide
221981	Fratricide
222064	Uxoricide
222155	Filicide
222248	Dispatch
222376	Fell
222485	Suicide
222766	Self-destruction
222939	AssistedSuicide
223144	Physician-assistedSuicide
223268	Felo-de-se
223362	Harakiri
223575	Suttee
223720	Elimination
223854	Slaughter
223983	Slaughter
224260	Bloodbath
224599	Lynching
224738	Poisoning
224936	Gassing
225070	Regicide
225150	Shooting
225361	Drive-byShooting
225484	WingShooting
225593	Suffocation
225786	Choking
226107	Spasm
226319	Squeeze
226511	Bronchospasm
226711	Cardiospasm
226951	Heave
227137	Laryngismus
227264	Strangulation
227484	Carjacking
227595	Sacrifice
227848	Hecatomb
227969	Immolation
228078	Electrocution
228181	Decapitation
228283	Abolition
228535	Liquidation
228762	ViaticalSettlement
228911	Withdrawal
229034	ColdTurkey
229260	Closure
229587	PlantClosing
229688	BankClosing
229814	Layoff
229934	Extinction
230172	Fade
230324	Abortion
230475	SpontaneousAbortion
230703	HabitualAbortion
230824	ImminentAbortion
230997	IncompleteAbortion
231161	InducedAbortion
231315	Aborticide
231412	TherapeuticAbortion
231567	Nullification
231887	Abrogation
232147	Derogation
232386	Cancellation
232604	Write-off
232765	Attainder
232863	Recission
233212	Vitiation
233386	Neutralization
233614	Deactivation
233795	Deactivation
233980	HonorableDischarge
234105	DishonorableDischarge
234423	Neutralization
234675	Neutralization
234892	Reversal
235074	Undoing
235208	Regression
235435	Beginning
236194	Springboard
236581	Accession
236821	Activation
236953	Attack
237078	Constitution
237705	Re-establishment
238022	Introduction
238326	InductionOfLabor
238527	Induction
238778	Hypnogenesis
238871	ProductIntroduction
239024	Face-off
239230	FirstStep
239483	Groundbreaking
239666	HousingStart
239766	Icebreaker
239910	Inauguration
240184	Initiation
240754	Authorship
240938	Installation
241245	JumpBall
241507	Kickoff
241699	Start
242003	Resumption
242146	Scrum
242431	Startup
242583	Unionization
242808	Arousal
243102	Reveille
243237	UsheringIn
243373	Inauguration
243577	CurtainRaiser
243662	FirstBase
243813	PeaceInitiative
243918	Cooking
246341	Baking
246460	Shirring
246552	Toasting
246754	Broil
246940	Frying
247081	FusionCooking
247229	Braising
247342	Poaching
247442	Roasting
247654	Barbecuing
247792	Boiling
247955	Basting
248063	Tenderization
248252	Percolation
248368	Seasoning
248534	Salting
248636	Sweetening
248748	Infusion
248977	Improvement
249501	Advancement
249780	Forwarding
249987	Stride
